age,experience,licence,NCD,PostcodeArea,make,EngineCC,fuel,value,vehicle_age,ownership,vehicle_kept,mileage,use,claims,price,train_test
35,16,Full,10,DA,VOLKSWAGEN,1198,P,4200,5,0,Drive,10000,SDP,0,404,0
61,39,Full,0,DN,FORD,1388,P,200,11,0,Road,4000,SDP,0,525,0
36,15,Full,3,RM,FORD,999,P,7100,4,1,Road,3000,SDP,1,661,0
39,7,Full,4,B,PEUGEOT,1997,D,1500,12,3,Drive,10000,SDP&C,0,698,0
65,48,Full,11,LA,VAUXHALL,1248,D,2400,7,4,Drive,2000,SDP,0,223,0
56,12,Full,0,CB,MERCEDES-BENZ,2148,D,3100,12,0,Road,7500,SDP&C,1,650,0
69,50,Full,10,SO,NISSAN,1598,P,10100,1,0,Drive,3000,SDP,0,230,0
61,29,Full,9,DH,PEUGEOT,1997,P,500,13,4,Road,6000,SDP,0,348,0
50,30,Full,18,NG,FIAT,1910,D,1500,15,3,Drive,2000,SDP,0,381,0
41,24,Full,0,ME,NISSAN,1598,P,1200,9,3,Drive,8000,Business,0,464,0
41,12,Full,10,N,CITROEN,1587,P,0,17,6,Road,5000,SDP,0,473,0
40,23,Full,11,BT,MAZDA,1998,P,8500,3,1,Drive,6000,SDP&C,1,324,0
46,26,Full,12,NE,SUZUKI,996,P,1500,7,0,Road,7000,SDP&C,0,213,0
57,30,Full,2,KT,RENAULT,1598,P,1700,11,2,Drive,6000,SDP,0,467,0
77,53,Full,7,BS,MINI,1598,P,3200,7,2,Garage,6000,SDP,0,290,0
41,22,Full,1,DN,VAUXHALL,1686,D,1200,10,0,Drive,7000,SDP&C,0,306,0
23,6,Full,2,DT,NISSAN,1348,P,400,14,4,Drive,5000,Business,0,475,0
50,25,Full,0,LS,VAUXHALL,1398,P,6500,2,0,Drive,8000,SDP&C,0,668,0
20,3,Full,1,ML,FORD,999,P,6400,4,1,Drive,8000,SDP&C,1,832,0
52,25,Full,7,NN,FORD,999,P,5500,4,2,Drive,10000,SDP&C,1,341,0
24,5,Full,0,CV,FIAT,1248,D,4200,7,1,Garage,5000,SDP,2,1032,0
60,43,Full,10,LA,LANDROVER,4554,P,3400,15,4,Drive,2000,SDP,0,225,0
61,31,Full,20,HP,SKODA,1968,D,2400,9,8,Other,5000,SDP&C,0,369,0
21,3,Full,2,LN,FIAT,1242,P,8100,1,0,Drive,5000,SDP&C,0,763,0
77,55,Full,4,DE,MG,1396,P,500,13,0,Road,5000,SDP,0,445,0
36,10,Full,5,WN,MERCEDES-BENZ,2148,D,6200,8,0,Road,6000,SDP&C,0,988,0
19,2,Full,2,TA,VAUXHALL,1229,P,3100,5,0,Garage,5000,SDP,0,798,0
40,22,Full,18,LE,FIAT,1598,D,8400,2,0,Drive,9000,SDP&C,1,309,0
56,37,Full,15,B,FORD,1297,P,300,14,1,Drive,5000,SDP&C,0,164,0
60,42,Full,10,MK,MERCEDES-BENZ,3222,D,3500,10,2,Drive,20000,SDP&C,0,358,0
42,15,Full,4,HG,PEUGEOT,1560,D,700,12,0,Road,6000,SDP,0,494,0
20,4,Provisional,0,IP,RENAULT,1390,P,300,15,0,Drive,5000,SDP,0,710,0
33,16,Full,10,CV,BMW,1995,D,6200,7,0,Road,12000,SDP&C,0,484,0
39,15,Full,15,EH,CITROEN,1868,D,900,14,0,Drive,10000,SDP,0,367,0
50,25,Full,20,NE,PEUGEOT,1560,D,1500,9,0,Drive,2000,SDP,0,455,0
36,16,Full,5,NN,VOLKSWAGEN,1896,D,1500,15,2,Drive,10000,SDP&C,0,395,0
47,29,Full,17,L,VOLVO,1870,D,900,14,1,Road,7000,SDP&C,1,912,0
42,25,Full,0,NN,MINI,1598,P,4400,7,6,Drive,5000,SDP&C,0,369,0
41,11,Full,0,TN,FORD,1596,P,1100,10,0,Road,4000,SDP,0,543,0
27,10,Full,0,EN,TOYOTA,1299,P,900,15,0,Drive,5000,SDP&C,0,1087,0
72,31,Full,9,EN,FORD,1242,P,200,17,7,Drive,5000,SDP,0,226,0
30,11,Full,7,BA,FORD,1398,D,600,13,0,Drive,12000,SDP&C,1,901,0
22,4,Full,2,EX,KIA,998,P,5000,5,0,Drive,4000,SDP,0,477,0
19,0,Full,0,EN,FORD,1242,P,4600,3,0,Drive,6000,SDP&C,0,2953,0
52,11,Full,5,WV,BMW,2494,P,1000,16,0,Garage,2999,SDP,0,1755,0
49,30,Full,3,CV,CITROEN,1560,D,1800,7,0,Drive,10000,SDP&C,0,295,0
31,2,Full,1,LL,PEUGEOT,1397,D,3800,5,0,Road,10000,SDP&C,1,823,0
48,26,Provisional,0,SY,FORD,1242,P,200,14,1,Road,2000,SDP,0,461,0
41,15,Full,15,L,HONDA,1246,P,500,11,10,Drive,5000,SDP&C,1,453,0
47,19,Full,14,FY,LEXUS,2499,P,11400,6,0,Road,4000,SDP,0,755,0
72,55,Full,9,CF,PEUGEOT,1560,D,10100,2,2,Drive,5000,SDP,1,286,0
23,1,Full,1,B,SUZUKI,1490,P,2400,8,0,Drive,5000,SDP&C,0,823,0
27,10,Full,0,SA,PEUGEOT,1868,D,300,16,1,Drive,3000,SDP&C,0,856,0
28,0,Full,0,IP,HONDA,1590,P,800,14,0,Drive,10000,SDP&C,0,1160,0
36,2,Full,3,LE,VAUXHALL,1995,D,700,13,0,Drive,5000,SDP,1,1036,0
41,14,Full,9,NR,CITROEN,1997,D,200,15,0,Garage,12000,SDP&C,0,295,0
35,13,Full,3,DE,SAAB,1910,D,1000,11,0,Garage,500,SDP,0,1592,0
25,7,Full,7,WA,SEAT,1390,P,1500,11,3,Drive,4000,SDP&C,0,511,0
36,18,Full,9,NN,FIAT,1242,P,5800,3,0,Drive,11000,SDP&C,1,210,0
44,25,Full,4,N,SMART,999,P,2600,6,4,Road,1500,SDP,0,347,0
69,42,Full,11,YO,RENAULT,1461,D,2700,8,0,Drive,6000,SDP&C,0,198,0
51,34,Full,9,NP,MITSUBISHI,2477,D,600,17,0,Garage,5000,Business,0,344,0
39,22,Full,9,TF,FORD,1596,P,6200,3,0,Drive,14000,SDP&C,0,359,0
80,45,Full,20,RM,JAGUAR,2099,P,400,15,9,Drive,6000,SDP,0,609,0
24,7,Full,0,MK,FORD,1242,P,500,12,1,Garage,8000,SDP,0,1419,0
36,18,Full,7,EN,BMW,1995,D,12900,5,0,Garage,5000,SDP,0,774,0
24,1,Full,0,BB,VAUXHALL,1796,P,2500,8,1,Road,6500,SDP&C,0,2043,0
58,35,Full,5,E,FORD,1242,P,800,13,12,Drive,2000,SDP,0,733,0
19,0,Full,0,WV,RENAULT,1461,D,1200,11,0,Drive,10000,SDP&C,0,2646,0
60,23,Full,6,CO,FORD,1242,P,10000,1,0,Drive,8000,SDP&C,0,240,0
50,32,Full,18,RM,FORD,1596,P,2600,7,0,Drive,8000,SDP&C,0,284,0
28,8,Full,2,EH,BMW,1995,D,30000,1,0,Drive,5000,SDP,0,1034,0
30,12,Full,6,TA,VAUXHALL,1598,P,1500,10,2,Garage,4000,SDP&C,0,347,0
25,5,Full,3,CH,FORD,1242,P,1800,7,2,Road,10000,SDP,0,589,0
29,9,Full,6,M,MERCEDES-BENZ,1595,P,16600,1,0,Drive,6000,SDP,0,639,0
58,35,Full,12,L,CITROEN,998,P,1600,7,4,Drive,5000,SDP&C,0,280,0
21,3,Full,0,EH,FIAT,1368,P,1200,8,0,Drive,5000,SDP,0,1020,0
49,29,Full,10,BT,MERCEDES-BENZ,3199,P,600,19,0,Garage,3000,SDP,0,275,0
28,11,Full,6,ZE,VAUXHALL,1998,P,2000,11,0,Road,5000,SDP,0,593,0
45,28,Full,10,DA,MERCEDES-BENZ,2987,D,30000,4,2,Drive,5000,Business,3,569,0
37,20,Full,4,RH,CHEVROLET,1991,D,3800,8,1,Drive,5000,SDP,0,529,0
78,42,Full,10,RH,VAUXHALL,1796,P,3300,9,3,Drive,9000,SDP,0,351,0
45,27,Full,7,BR,AUDI,1984,P,12000,4,0,Other,3000,SDP,0,472,0
30,9,Full,0,NG,FORD,1596,P,600,10,0,Drive,6000,SDP&C,0,698,0
54,26,Full,9,CO,FORD,1596,P,200,14,0,Drive,6000,SDP,0,455,0
75,54,Full,20,BH,SKODA,1598,P,2800,7,6,Drive,4000,SDP,0,246,0
78,45,Full,20,ME,VAUXHALL,1598,P,3200,6,0,Drive,4000,SDP,2,440,0
43,14,Full,9,BL,VAUXHALL,1248,D,4900,5,3,Road,5000,SDP&C,2,440,0
36,19,Full,1,BB,VAUXHALL,1598,P,300,15,0,Road,9000,SDP&C,0,1168,0
26,0,Full,0,SK,VOLKSWAGEN,1390,P,1300,11,0,Other,6000,SDP&C,0,2861,0
32,10,Full,8,TS,BMW,1995,D,13900,5,0,Drive,5000,SDP,0,808,0
46,28,Full,9,LU,BMW,1995,D,9200,5,0,Road,11000,SDP&C,1,376,0
59,42,Full,20,SA,VOLKSWAGEN,1422,D,1900,9,2,Garage,5000,SDP&C,1,192,0
52,30,Full,20,BS,HYUNDAI,1399,P,1600,10,0,Drive,10000,SDP&C,0,213,0
49,32,Full,9,PE,MAZDA,1598,P,800,12,10,Drive,3000,Business,0,213,0
31,12,Full,0,LE,PEUGEOT,1560,D,800,12,1,Drive,5000,SDP&C,0,1045,0
26,3,Full,0,HA,FORD,1596,P,1700,8,0,Road,3000,SDP&C,0,1580,0
27,8,Full,0,PO,PEUGEOT,1560,D,2100,7,0,Drive,10000,SDP&C,0,780,0
57,40,Full,0,IP,NISSAN,1461,D,16600,1,0,Drive,2000,Business,0,293,0
32,14,Full,7,SK,NISSAN,1598,P,2700,7,2,Road,4000,SDP,0,657,0
59,38,Full,10,BR,AUDI,2393,P,900,14,2,Other,10000,SDP&C,0,330,0
22,5,Full,4,LS,FORD,1242,P,11000,0,0,Drive,8000,SDP,0,766,0
50,27,Full,9,WR,FORD,1242,P,500,12,6,Drive,7500,SDP&C,0,155,0
33,15,Full,2,BT,SEAT,1598,D,5400,5,2,Drive,7000,SDP&C,3,581,0
54,35,Full,11,E,TOYOTA,1332,P,500,19,17,Garage,1000,SDP&C,0,281,0
24,7,Full,0,RG,VAUXHALL,1796,P,500,14,0,Drive,5000,SDP,0,664,0
24,5,Full,0,SG,FORD,1560,D,800,12,0,Drive,10000,SDP,0,1535,0
35,12,Full,9,HD,NISSAN,1461,D,5300,7,4,Road,5000,SDP,0,405,0
42,24,Full,20,NE,VOLVO,1997,D,6400,7,6,Drive,12000,SDP&C,0,276,0
34,11,Full,5,LE,RENAULT,1461,D,3100,6,3,Drive,10000,SDP&C,0,476,0
80,52,Full,9,SS,FORD,1299,P,200,15,0,Drive,1700,SDP,1,449,0
20,3,Full,3,CH,VAUXHALL,1199,P,600,12,3,Garage,10000,SDP,0,1272,0
28,7,Full,3,TN,VOLKSWAGEN,1896,D,600,17,1,Other,4000,SDP,0,880,0
26,7,Full,4,PR,FORD,1499,D,13100,1,0,Road,15000,SDP&C,1,741,0
70,48,Full,20,TN,VOLKSWAGEN,1197,P,8500,2,1,Drive,7500,SDP,0,194,0
43,18,Full,1,CF,NISSAN,1461,D,5900,5,1,Road,10000,SDP&C,0,442,0
63,35,Full,10,S,VOLKSWAGEN,1968,D,2800,9,6,Drive,5000,SDP,0,175,0
65,47,Full,20,CO,FORD,1242,P,2700,5,4,Drive,6000,SDP,0,150,0
19,0,Full,0,AL,FORD,1242,P,1200,9,0,Road,10000,SDP&C,0,1970,0
26,7,Full,5,CM,FORD,1596,P,3800,7,4,Drive,10000,SDP&C,0,423,0
31,5,Full,5,G,FORD,1398,D,7000,6,1,Road,4000,SDP&C,0,509,0
34,5,Full,3,RM,VAUXHALL,1229,P,700,11,3,Road,5000,SDP,0,777,0
20,0,Full,0,B,VAUXHALL,1229,P,1500,8,0,Drive,5000,SDP,0,2182,0
35,16,Full,17,NG,AUDI,1968,D,8600,6,0,Drive,30000,SDP&C,1,709,0
25,6,Full,3,BB,VAUXHALL,1686,D,1400,10,2,Road,2500,SDP,0,1225,0
27,9,Full,8,EX,VOLKSWAGEN,1197,P,11400,1,0,Drive,8000,SDP,0,342,0
64,27,Full,20,HG,PEUGEOT,998,P,3300,4,3,Drive,5000,Business,0,231,0
47,26,Full,14,PR,FORD,1242,P,5500,7,4,Drive,7000,SDP&C,0,226,0
23,6,Full,6,LE,FIAT,1242,P,1000,9,5,Other,2000,SDP,0,582,0
50,32,Full,1,CH,VAUXHALL,1598,P,9500,1,0,Drive,8000,SDP&C,2,546,0
19,2,Full,2,TR,BMW,1995,D,6000,10,0,Drive,6000,SDP&C,0,2029,0
52,34,Full,19,SG,HYUNDAI,2199,D,12400,5,2,Drive,5000,SDP,0,271,0
67,50,Full,20,S,VOLKSWAGEN,1390,P,400,17,1,Drive,5000,SDP,0,164,0
50,31,Full,9,PO,MITSUBISHI,1968,D,5300,9,0,Garage,6000,SDP&C,0,352,0
63,40,Full,1,M,VAUXHALL,1910,D,2400,8,4,Drive,3000,SDP,1,665,0
19,1,Full,1,G,VAUXHALL,1229,P,3300,3,1,Drive,5000,SDP,0,937,0
67,48,Full,10,NE,BMW,1995,D,9600,6,5,Garage,2500,SDP,0,235,0
25,0,Full,0,PL,VAUXHALL,1598,P,700,12,0,Garage,3000,SDP&C,0,1990,0
29,4,Full,0,BD,RENAULT,1598,P,500,12,0,Drive,2000,SDP,0,1186,0
58,40,Full,8,SA,HONDA,1339,P,600,13,0,Drive,2000,SDP,1,306,0
24,7,Full,5,WF,FORD,1242,P,2600,4,2,Drive,15000,Business,0,552,0
18,1,Full,1,AB,FORD,1388,P,1000,10,0,Drive,12000,SDP&C,0,1207,0
25,8,Full,5,SL,FORD,1242,P,2300,6,5,Drive,4500,SDP,0,483,0
43,17,Full,9,S,BMW,1995,D,6300,8,5,Drive,10000,Business,1,456,0
64,45,Full,9,TQ,AUDI,1984,P,5000,9,1,Other,10000,SDP&C,0,258,0
63,41,Full,12,SK,JAGUAR,2099,P,400,14,5,Drive,5000,SDP,0,265,0
32,14,Full,2,YO,MITSUBISHI,3200,D,10000,10,0,Garage,8000,SDP,2,1165,0
18,0,Full,0,S,SEAT,1197,P,5300,3,0,Drive,9000,SDP&C,0,2963,0
31,0,Full,0,LL,RENAULT,1149,P,500,16,0,Road,5000,SDP,0,1418,0
31,13,Full,9,B,BMW,1995,D,11500,3,0,Drive,7000,Business,1,943,0
75,50,Full,9,M,FORD,1297,P,500,12,11,Drive,2000,SDP,0,224,0
35,10,Full,9,NG,FORD,1998,D,1000,11,2,Drive,8000,SDP&C,0,532,0
68,48,Full,7,FY,MERCEDES-BENZ,2148,D,2400,13,0,Drive,6000,SDP,1,380,0
20,3,Full,0,TN,ROVER,1396,P,500,14,0,Drive,7500,SDP,0,1299,0
30,10,Full,0,DD,RENAULT,1598,P,2800,7,0,Road,8000,SDP&C,0,700,0
61,17,Full,10,DD,FORD,1242,P,700,11,0,Drive,8000,SDP,0,176,0
42,24,Full,10,CF,VOLKSWAGEN,1395,P,8100,4,0,Road,9000,Business,0,286,0
35,10,Full,8,PL,RENAULT,1598,P,100,17,5,Drive,3000,SDP&C,0,305,0
50,27,Full,20,TS,NISSAN,1461,D,6000,4,0,Drive,10000,SDP&C,0,346,0
38,5,Full,5,SS,CITROEN,1560,D,8300,4,0,Drive,5000,SDP,0,573,0
59,41,Full,9,LL,FIAT,1910,D,2500,9,3,Drive,9000,Business,2,206,0
35,15,Full,3,NN,NISSAN,1197,P,10800,1,0,Garage,5000,SDP,0,568,0
65,37,Full,9,CF,PEUGEOT,998,P,2000,9,5,Drive,8000,SDP&C,0,166,0
43,26,Full,15,TD,CITROEN,998,P,2800,4,3,Other,7000,SDP&C,0,162,0
39,6,Full,4,IG,VOLKSWAGEN,1598,P,1200,13,1,Other,6000,SDP,0,837,0
91,55,Full,10,PE,VOLKSWAGEN,1595,P,400,15,0,Garage,2500,SDP,0,816,0
18,1,Provisional,0,TR,FORD,1297,P,200,15,0,Drive,3000,SDP,0,361,0
62,12,Full,2,SE,HONDA,1339,P,2800,7,6,Road,4500,SDP,1,467,0
54,27,Full,10,G,FORD,1596,P,5800,4,0,Drive,4000,SDP&C,0,227,0
42,26,Full,6,N,HONDA,1998,P,2900,10,2,Road,6000,SDP,0,686,0
20,3,Provisional,0,BT,PEUGEOT,1905,D,700,19,0,Drive,10000,SDP&C,0,1308,0
31,10,Full,10,BL,SAAB,1998,P,2100,9,1,Drive,5000,SDP&C,0,591,0
33,2,Full,1,HU,FORD,1242,P,700,10,0,Road,5000,SDP,0,1021,0
46,11,Full,9,HA,NISSAN,1240,P,1300,11,4,Drive,5000,SDP&C,0,431,0
29,12,Full,4,TN,VOLKSWAGEN,1598,D,5500,5,0,Road,15000,SDP&C,0,553,0
65,16,Full,11,M,FORD,1388,P,1500,7,1,Drive,3000,SDP&C,0,487,0
64,37,Full,20,S,MERCEDES-BENZ,1461,D,16600,1,0,Garage,6000,SDP,0,229,0
26,8,Full,4,SO,AUDI,1781,P,400,16,0,Drive,8000,SDP,1,899,0
42,11,Full,6,CT,FORD,1999,P,3200,9,6,Drive,12000,SDP&C,0,668,0
53,15,Full,12,WV,MERCEDES-BENZ,1498,P,3000,11,8,Drive,500,SDP,0,485,0
26,8,Full,4,W,VOLKSWAGEN,1197,P,10000,2,0,Road,6000,SDP,1,801,0
44,27,Full,1,UB,MERCEDES-BENZ,2143,D,12700,5,2,Drive,6000,SDP,0,2151,0
52,28,Full,0,LA,MINI,1396,P,3000,10,0,Road,5000,SDP,0,387,0
30,8,Full,7,TF,VOLKSWAGEN,1984,P,600,17,1,Drive,8000,SDP,0,242,0
45,26,Full,15,IV,VAUXHALL,1199,P,200,16,0,Road,7000,SDP,0,231,0
45,27,Full,4,WN,AUDI,1781,P,3000,11,1,Garage,5000,SDP,0,508,0
36,2,Full,1,M,VOLKSWAGEN,1390,P,1500,10,2,Road,4000,SDP&C,0,594,0
34,1,Full,0,WV,FORD,1388,P,500,14,0,Drive,1000,SDP,0,1348,0
53,35,Full,11,PE,AUDI,4134,D,9800,8,0,Drive,7500,SDP&C,0,367,0
39,22,Full,11,NE,FORD,2967,P,1400,11,9,Road,6000,SDP&C,0,261,0
20,0,Full,0,TW,FIAT,1368,P,1400,11,0,Road,9000,SDP&C,0,2806,0
41,24,Full,9,NR,VAUXHALL,1598,P,2300,7,1,Drive,10000,SDP&C,1,236,0
52,19,Full,13,G,VAUXHALL,2231,D,9500,5,1,Drive,5000,SDP,0,345,0
32,14,Full,3,RG,FORD,1596,P,8200,4,0,Other,8000,SDP&C,1,698,0
59,28,Full,0,EH,RENAULT,1149,P,5000,3,0,Drive,3000,SDP,0,373,0
69,20,Full,9,CF,RENAULT,1390,P,700,11,5,Drive,5000,SDP&C,0,193,0
22,5,Full,3,EX,LANDROVER,1994,D,1000,17,0,Road,6000,SDP&C,0,773,0
38,3,Full,0,BA,RENAULT,1390,P,1500,10,0,Garage,5000,SDP,0,666,0
37,11,Full,20,WA,VAUXHALL,1248,D,1800,8,1,Drive,10000,SDP&C,0,431,0
60,40,Full,6,PO,PEUGEOT,1527,D,400,18,6,Drive,1000,SDP,0,150,0
53,33,Full,9,BN,AUDI,1968,D,9900,5,3,Drive,12000,SDP&C,1,310,0
56,39,Full,7,BT,NISSAN,1598,P,5200,6,2,Drive,6000,SDP&C,0,238,0
32,13,Full,9,S,MINI,1598,P,800,16,0,Drive,6000,SDP&C,0,369,0
62,45,Full,0,FK,SMART,999,P,2600,6,0,Drive,10000,SDP,0,288,0
21,1,Full,1,LS,BMW,1499,P,15100,2,0,Garage,8000,SDP,0,2239,0
50,33,Full,10,GU,AUDI,1395,P,27000,1,0,Drive,23000,Business,0,462,0
24,3,Full,3,LL,VOLKSWAGEN,1896,D,1900,11,1,Road,14000,SDP&C,2,706,0
36,19,Full,19,BA,VOLKSWAGEN,1598,P,1800,9,0,Road,5000,SDP,0,244,0
70,53,Full,17,TD,FORD,1297,P,600,11,1,Road,9000,SDP,0,163,0
17,0,Full,0,SN,HONDA,1339,P,400,15,0,Drive,5000,SDP&C,0,1940,0
31,13,Full,9,HX,MG,1396,P,400,15,0,Drive,4000,SDP,0,603,0
68,44,Full,11,DN,MERCEDES-BENZ,2143,D,14500,5,0,Drive,10000,SDP,0,320,0
49,13,Full,13,SR,VAUXHALL,1229,P,3100,4,3,Drive,5000,SDP&C,0,259,0
38,19,Full,5,BA,AUDI,4163,P,33100,2,2,Drive,15000,SDP&C,0,519,0
47,29,Full,12,LS,JAGUAR,2198,D,1600,11,5,Drive,12000,SDP&C,1,369,0
73,25,Full,20,BT,MERCEDES-BENZ,1796,P,2600,11,1,Drive,6000,SDP,0,272,0
71,46,Full,20,DN,SUZUKI,998,P,5100,1,0,Garage,6000,SDP,0,195,0
55,36,Full,0,DD,FORD,1597,P,0,19,0,Drive,10000,SDP&C,0,391,0
24,6,Full,6,OL,VOLKSWAGEN,1390,P,6800,3,3,Road,5000,SDP&C,0,795,0
42,25,Full,5,SA,CITROEN,998,P,4100,2,2,Drive,5000,SDP,0,274,0
74,53,Full,9,EN,HONDA,1339,P,700,12,7,Road,4000,SDP,0,274,0
25,7,Full,0,CV,BMW,1995,D,21000,1,0,Drive,8000,SDP,0,1027,0
21,4,Full,1,CM,RENAULT,1149,P,500,18,0,Garage,6000,SDP,2,1530,0
41,21,Full,9,RG,JAGUAR,1998,D,1000,13,0,Drive,4000,SDP,0,472,0
54,38,Full,9,IP,PEUGEOT,1360,P,900,11,3,Garage,5000,SDP,0,167,0
35,10,Full,10,AB,VAUXHALL,1229,P,2900,5,0,Garage,10000,SDP&C,0,251,0
56,39,Full,20,PH,FORD,1560,D,8000,2,1,Drive,10000,SDP&C,0,199,0
26,8,Full,9,RG,VOLKSWAGEN,1197,P,13200,1,1,Drive,5000,Business,0,352,0
30,13,Full,0,BA,TOYOTA,1364,D,1100,11,0,Road,4000,SDP&C,0,486,0
25,4,Full,2,SG,FORD,1388,P,3100,7,2,Drive,15000,SDP&C,0,497,0
24,0,Full,0,ST,HYUNDAI,1086,P,600,13,0,Drive,5000,SDP&C,0,1502,0
37,18,Full,13,HD,FORD,1753,D,2500,10,0,Road,5000,SDP&C,0,620,0
27,9,Full,9,SN,PEUGEOT,1868,D,700,14,2,Drive,4000,SDP,1,546,0
71,35,Full,14,WR,VAUXHALL,1598,P,1200,7,3,Drive,5000,SDP,0,168,0
37,7,Full,7,RG,MERCEDES-BENZ,3226,D,2500,13,0,Drive,5000,SDP&C,1,561,0
33,15,Full,3,NP,TOYOTA,998,P,3000,4,3,Drive,10000,SDP&C,0,294,0
39,9,Full,8,IG,JAGUAR,2179,D,10500,6,2,Drive,3000,SDP&C,0,1155,0
73,56,Full,0,LL,NISSAN,1386,P,2000,8,0,Road,3500,SDP,0,490,0
55,29,Full,20,HP,FIAT,875,P,16000,1,0,Road,3000,SDP,0,235,0
40,23,Full,10,HG,CITROEN,998,P,500,11,2,Drive,15000,Business,0,193,0
70,52,Full,12,DN,FORD,1997,D,32000,0,0,Drive,8000,SDP,0,193,0
51,30,Full,2,NE,FORD,1999,P,900,9,9,Drive,10000,SDP,0,351,0
21,3,Full,1,LS,FIAT,1248,D,1100,9,4,Drive,6000,SDP&C,0,1901,0
45,13,Full,2,BT,TOYOTA,1998,D,6900,4,0,Road,10000,SDP,0,761,0
23,4,Full,1,WS,VOLKSWAGEN,1198,P,4300,5,1,Drive,11000,SDP&C,2,1080,0
35,15,Full,10,E,HONDA,1799,P,2800,11,5,Road,10000,SDP&C,0,1004,0
33,16,Full,0,TR,NISSAN,2664,D,700,16,0,Garage,6000,SDP,0,1318,0
60,40,Full,20,LL,PEUGEOT,999,P,4700,2,0,Drive,7000,SDP,0,275,0
71,50,Full,9,BD,CITROEN,1560,D,1500,10,0,Drive,3000,SDP,0,356,0
43,25,Full,10,KT,AUDI,2967,D,15300,5,5,Drive,8000,SDP,0,426,0
25,2,Full,2,G,VAUXHALL,1398,P,3100,4,0,Other,3000,SDP&C,0,862,0
37,9,Full,5,B,PEUGEOT,1124,P,600,13,6,Road,6000,SDP,0,495,0
32,14,Full,15,CV,VOLKSWAGEN,1968,D,6100,6,0,Drive,15000,SDP&C,0,472,0
57,30,Full,0,IP,HONDA,1997,P,500,14,0,Garage,5000,SDP,0,965,0
64,45,Full,20,LE,PEUGEOT,998,P,1900,7,1,Drive,6000,SDP,1,173,0
17,0,Full,0,CH,FORD,1242,P,600,12,0,Road,10000,SDP&C,0,2528,0
45,11,Full,9,E,RENAULT,1998,P,600,11,3,Road,3000,SDP,0,905,0
52,26,Full,4,BL,CITROEN,998,P,500,11,1,Drive,5000,SDP&C,0,397,0
37,18,Full,15,B,FORD,1596,P,300,13,1,Drive,4500,SDP,0,555,0
42,0,Full,0,L,VAUXHALL,1398,P,2100,6,0,Road,5000,SDP&C,0,1301,0
39,15,Full,0,SK,BMW,1995,D,3900,10,1,Drive,10000,SDP,0,967,0
31,14,Full,14,CO,TOYOTA,998,P,800,10,0,Garage,5000,SDP,0,359,0
54,30,Full,10,ME,VAUXHALL,1398,P,2600,5,0,Drive,5000,SDP&C,0,163,0
44,26,Full,9,SK,MAZDA,1498,P,3400,6,2,Drive,8000,SDP&C,0,406,0
47,26,Full,12,WS,LANDROVER,1951,D,800,16,0,Drive,6000,SDP&C,0,387,0
39,21,Full,1,CM,VAUXHALL,1956,D,8400,2,2,Drive,10000,SDP,1,624,0
46,25,Full,16,BD,VAUXHALL,973,P,300,13,1,Drive,2000,SDP,0,348,0
27,10,Full,8,ML,SEAT,1896,D,3600,7,2,Drive,8000,SDP,1,609,0
29,6,Full,2,AL,BMW,1995,P,5000,7,0,Other,5000,SDP,1,816,0
27,9,Full,1,BD,KIA,1399,P,2300,7,2,Drive,9600,SDP&C,1,769,0
29,0,Full,0,PA,VAUXHALL,1248,D,700,11,0,Road,6000,SDP,0,2524,0
33,13,Full,5,B,BMW,2993,D,8900,9,0,Drive,5000,SDP,0,883,0
28,10,Full,8,WS,HONDA,2204,D,2400,11,0,Drive,4000,SDP&C,0,552,0
22,5,Full,1,DE,VOLKSWAGEN,1390,P,6100,7,1,Drive,6000,SDP&C,1,1036,0
30,6,Full,6,NG,AUDI,1781,P,1800,13,1,Road,5000,SDP,0,513,0
17,0,Full,0,GU,PEUGEOT,1360,P,300,15,0,Drive,8000,SDP&C,0,2743,0
21,1,Full,1,NE,FORD,1596,P,600,11,0,Garage,12000,SDP,0,2488,0
22,5,Full,3,BL,AUDI,1598,D,10500,4,0,Drive,8000,SDP,1,1473,0
43,24,Full,9,CM,FORD,1596,P,100,16,1,Drive,5000,SDP,0,264,0
61,40,Full,20,B,JAGUAR,2993,D,9900,7,5,Drive,4000,SDP,1,381,0
26,4,Full,2,MK,FORD,1596,P,2300,7,0,Road,8000,SDP,0,1028,0
69,48,Full,20,B,NISSAN,2953,D,1100,13,12,Road,3000,SDP,0,209,0
46,15,Full,0,SG,CADILLAC,2792,P,3000,11,0,Garage,3000,SDP,0,647,0
21,4,Full,1,BA,HONDA,1998,P,6000,9,0,Drive,8000,SDP&C,1,2341,0
22,0,Full,0,EH,FORD,1388,P,500,13,0,Garage,2500,SDP&C,0,1311,0
32,8,Full,8,LA,RENAULT,1461,D,6500,3,0,Drive,9000,SDP&C,1,487,0
36,19,Full,3,NR,SEAT,1896,D,2100,12,0,Drive,8500,SDP&C,0,326,0
33,15,Full,13,CH,CITROEN,1598,P,5000,4,4,Drive,8000,SDP&C,0,395,0
42,25,Full,9,LN,PEUGEOT,1997,D,1700,9,0,Drive,4000,Business,0,299,0
35,16,Full,7,SL,VOLKSWAGEN,1422,D,1600,10,9,Drive,8500,SDP&C,1,555,0
46,21,Full,1,KA,ROVER,1396,P,200,15,0,Drive,5000,SDP,0,559,0
